query	superkingdom	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	cohort	subcohort	superorder	order	suborder	infraorder	superfamily	family	subfamily	tribe	genus	subgenus	species
otu_001	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Gastromyzontidae	Gastromyzontidae	Gastromyzontidae	unidentified Gastromyzontidae	unidentified Gastromyzontidae	unidentified Gastromyzontidae	unidentified Gastromyzontidae	unidentified Gastromyzontidae
otu_002	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Cobitidae	Cobitidae	Cobitidae	Cobitinae	Canthophrys	Canthophrys	Canthophrys gongota	Canthophrys gongota
otu_003	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Clupeinae	Sardina	Sardina	Sardina pilchardus	Sardina pilchardus
otu_004	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Kurtiformes	Kurtiformes	Kurtiformes	Apogonoidei	Apogonidae	Apogonidae	Apogonidae	Apogoninae	Jaydia	Jaydia	Jaydia lineata	Jaydia lineata
otu_005	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Amblyopinae	unidentified Amblyopinae	unidentified Amblyopinae	unidentified Amblyopinae	unidentified Amblyopinae
otu_006	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Cichlomorphae	Cichlomorphae	Cichliformes	Cichlidae	Cichlidae	Cichlidae	Cichlidae	Cichlasomatinae	Heroini	Symphysodon	unidentified Symphysodon	unidentified Symphysodon
otu_007	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Congridae	Congridae	Congridae	Congridae	Bathymyrinae	Paraconger	Paraconger	Paraconger notialis	Paraconger notialis
otu_008	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Odontobutidae	Odontobutidae	Odontobutidae	Odontobutis	Odontobutis	Odontobutis	Odontobutis haifengensis	Odontobutis haifengensis
otu_009	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes	unidentified Osteoglossiformes
otu_010	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pempheriformes	Pempheriformes	Pempheriformes	Percophidae	Percophidae	Percophidae	Percophidae	Hemerocoetinae	Acanthaphritis	Acanthaphritis	Acanthaphritis unoorum	Acanthaphritis unoorum
otu_011	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Acrossocheilinae	Onychostoma	Onychostoma	unidentified Onychostoma	unidentified Onychostoma
otu_012	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Spariformes	Spariformes	Spariformes	Sparidae	Sparidae	Sparidae	Sparidae	Pagellus	Pagellus	Pagellus	Pagellus bogaraveo	Pagellus bogaraveo
otu_013	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ophidiiformes	Ophidiiformes	Ophidiiformes	Bythitoidei	Bythitidae	Bythitidae	Bythitidae	Bythitinae	Diplacanthopoma	Diplacanthopoma	Diplacanthopoma brachysoma	Diplacanthopoma brachysoma
otu_014	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Scombriformes	Scombriformes	Scombriformes	Bramidae	Bramidae	Bramidae	Bramidae	Eumegistus	Eumegistus	Eumegistus	Eumegistus illustris	Eumegistus illustris
otu_015	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Elopiformes	Elopiformes	Elopiformes	Elopiformes	Megalopidae	Megalopidae	Megalopidae	Megalopidae	Megalops	Megalops	Megalops	Megalops atlanticus	Megalops atlanticus
otu_016	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Benthophilinae	Ponticolini	Ponticola	Ponticola kessleri	Ponticola kessleri
otu_017	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Cynoglossidae	Cynoglossidae	Cynoglossidae	Cynoglossinae	Cynoglossus	Cynoglossus	Cynoglossus abbreviatus	Cynoglossus abbreviatus
otu_018	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Chaetodontiformes	Chaetodontiformes	Chaetodontiformes	Chaetodontidae	Chaetodontidae	Chaetodontidae	Chaetodontidae	Heniochus	Heniochus	Heniochus	unidentified Heniochus	unidentified Heniochus
otu_019	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Beloniformes	Belonoidei	Hemiramphidae	Hemiramphidae	Hemiramphidae	Hyporhamphus	Hyporhamphus	Hyporhamphus	unidentified Hyporhamphus	unidentified Hyporhamphus
otu_020	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Spariformes	Spariformes	Spariformes	Nemipteridae	Nemipteridae	Nemipteridae	Nemipteridae	Scolopsis	Scolopsis	Scolopsis	Scolopsis ciliata	Scolopsis ciliata
otu_021	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Nemacheilidae	Nemacheilidae	Nemacheilidae	Homatula	Homatula	Homatula	unidentified Homatula	unidentified Homatula
otu_022	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Cichlomorphae	Cichlomorphae	Cichliformes	Cichlidae	Cichlidae	Cichlidae	Cichlidae	Pseudocrenilabrinae	Oreochromini	unidentified Oreochromini	unidentified Oreochromini	unidentified Oreochromini
otu_023	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Sphyraenidae	Sphyraenidae	Sphyraenidae	Sphyraenidae	Sphyraenidae	Sphyraenidae	Sphyraenidae	Sphyraena	Sphyraena	Sphyraena	unidentified Sphyraena	unidentified Sphyraena
otu_024	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Lutjaniformes	Lutjaniformes	Lutjaniformes	Lutjanidae	Lutjanidae	Lutjanidae	Lutjanidae	Etelinae	Pristipomoides	Pristipomoides	Pristipomoides multidens	Pristipomoides multidens
otu_025	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Notacanthiformes	Notacanthiformes	Notacanthiformes	Notacanthiformes	Notacanthidae	Notacanthidae	Notacanthidae	Notacanthidae	Polyacanthonotus	Polyacanthonotus	Polyacanthonotus	Polyacanthonotus rissoanus	Polyacanthonotus rissoanus
otu_026	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Siluroidei	Doradidae	Doradidae	Doradidae	Amblydoras	Amblydoras	Amblydoras	Amblydoras gonzalezi	Amblydoras gonzalezi
otu_027	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Centrarchoidei	Centrarchoidei	Centrarchoidei	Centrarchidae	Micropterus	Micropterus	Micropterus	Micropterus dolomieu	Micropterus dolomieu
otu_028	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Scombriformes	Scombriformes	Scombriformes	Scombridae	Scombridae	Scombridae	Scombridae	Scombrinae	Scombrini	Rastrelliger	Rastrelliger brachysoma	Rastrelliger brachysoma
otu_029	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Nettastomatidae	Nettastomatidae	Nettastomatidae	Nettastomatidae	Facciolella	Facciolella	Facciolella	unidentified Facciolella	unidentified Facciolella
otu_030	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Priacanthiformes	Priacanthiformes	Priacanthiformes	Cepolidae	Cepolidae	Cepolidae	Cepolidae	Acanthocepola	Acanthocepola	Acanthocepola	Acanthocepola krusensternii	Acanthocepola krusensternii
otu_031	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Esociformes	Esociformes	Esociformes	Umbridae	Umbridae	Umbridae	Umbridae	Dallia	Dallia	Dallia	Dallia pectoralis	Dallia pectoralis
otu_032	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Soleidae	Soleidae	Soleidae	Solea	Solea	Solea	Solea senegalensis	Solea senegalensis
otu_033	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Danionidae	Danionidae	Danionidae	Rasborinae	Rasbora	Rasbora	unidentified Rasbora	unidentified Rasbora
otu_034	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Mugiliformes	Mugiliformes	Mugiliformes	Mugilidae	Mugilidae	Mugilidae	Mugilidae	Squalomugil	Squalomugil	Squalomugil	Squalomugil nasutus	Squalomugil nasutus
otu_035	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Percoidei	Percidae	Percidae	Percidae	Etheostomatinae	Etheostoma	Etheostoma	Ozarka	Etheostoma trisella
otu_036	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Polynemidae	Polynemidae	Polynemidae	Polynemidae	Polynemidae	Polynemidae	Polynemidae	Eleutheronema	Eleutheronema	Eleutheronema	unidentified Eleutheronema	unidentified Eleutheronema
otu_037	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobionellinae	Luciogobius	Luciogobius	Luciogobius elongatus	Luciogobius elongatus
otu_038	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Scombriformes	Scombriformes	Scombriformes	Stromateidae	Stromateidae	Stromateidae	Stromateidae	Pampus	Pampus	Pampus	unidentified Pampus	unidentified Pampus
otu_039	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Channoidei	Channidae	Channidae	Channidae	Channa	Channa	Channa	unidentified Channa	unidentified Channa
otu_040	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Gymnotiformes	Sternopygoidei	Sternopygidae	Sternopygidae	Sternopygidae	Eigenmannia	Eigenmannia	Eigenmannia	Eigenmannia sp. CBM-ZF-10620	Eigenmannia sp. CBM-ZF-10620
otu_041	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Gobiiformes	Gobiiformes	Gobiiformes	Gobioidei	Gobiidae	Gobiidae	Gobiidae	Gobionellinae	Eugnathogobius	Eugnathogobius	Eugnathogobius polylepis	Eugnathogobius polylepis
otu_042	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Acestrorhynchidae	Acestrorhynchidae	Acestrorhynchidae	Acestrorhynchus	Acestrorhynchus	Acestrorhynchus	Acestrorhynchus sp. NM-2010	Acestrorhynchus sp. NM-2010
otu_043	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Perciformes	Perciformes	Perciformes	Serranoidei	Serranidae	Serranidae	Serranidae	Epinephelinae	Epinephelini	Cephalopholis	Cephalopholis argus	Cephalopholis argus
otu_044	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Engraulidae	Engraulidae	Engraulidae	Coilinae	Coilia	Coilia	Coilia reynaldi	Coilia reynaldi
otu_045	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Centrarchoidei	Centrarchoidei	Centrarchoidei	Elassomatidae	Elassoma	Elassoma	Elassoma	unidentified Elassoma	unidentified Elassoma
otu_046	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Synbranchiformes	Synbranchiformes	Synbranchiformes	Mastacembeloidei	Mastacembelidae	Mastacembelidae	Mastacembelidae	unidentified Mastacembelidae	unidentified Mastacembelidae	unidentified Mastacembelidae	unidentified Mastacembelidae	unidentified Mastacembelidae
otu_047	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Cichlomorphae	Cichlomorphae	Cichliformes	Cichlidae	Cichlidae	Cichlidae	Cichlidae	Astronotinae	Chaetobranchini	Chaetobranchopsis	unidentified Chaetobranchopsis	unidentified Chaetobranchopsis
otu_048	Eukaryota	Metazoa	Chordata	Craniata	Sarcopterygii	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthiformes	Coelacanthidae	Coelacanthidae	Coelacanthidae	Coelacanthidae	Latimeria	Latimeria	Latimeria	Latimeria chalumnae	Latimeria chalumnae
otu_049	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Syngnathiformes	Syngnathiformes	Syngnathiformes	Syngnathoidei	Pegasidae	Pegasidae	Pegasidae	Eurypegasus	Eurypegasus	Eurypegasus	Eurypegasus draconis	Eurypegasus draconis
otu_050	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Bolbometopon	Bolbometopon	Bolbometopon	Bolbometopon muricatum	Bolbometopon muricatum
otu_051	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Tetraodontoidei	Tetradontoidea	Tetradontoidea	Tetraodontidae	Leiodon	Leiodon	Leiodon	Leiodon cutcutia	Leiodon cutcutia
otu_052	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Sundasalanx	Sundasalanx	Sundasalanx	Sundasalanx praecox	Sundasalanx praecox
otu_053	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Pleuronectiformes	Pleuronectiformes	Pleuronectiformes	Pleuronectoidei	Citharidae	Citharidae	Citharidae	Lepidoblepharon	Lepidoblepharon	Lepidoblepharon	Lepidoblepharon ophthalmolepis	Lepidoblepharon ophthalmolepis
otu_054	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Osteoglossiformes	Pantodontidae	Pantodontidae	Pantodontidae	Pantodontidae	Pantodon	Pantodon	Pantodon	Pantodon buchholzi	Pantodon buchholzi
otu_055	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Polymixiiformes	Polymixiiformes	Polymixiiformes	Polymixiidae	Polymixiidae	Polymixiidae	Polymixiidae	Polymixia	Polymixia	Polymixia	Polymixia japonica	Polymixia japonica
otu_056	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Zeiformes	Zeiformes	Zeiformes	Parazenidae	Parazenidae	Parazenidae	Parazenidae	Parazeninae	Parazen	Parazen	Parazen pacificus	Parazen pacificus
otu_057	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Cobitidae	Cobitidae	Cobitidae	Cobitinae	Sabanejewia	Sabanejewia	unidentified Sabanejewia	unidentified Sabanejewia
otu_058	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Characidae	Characidae	Characidae	Cheirodontinae	Paracheirodon	Paracheirodon	Paracheirodon axelrodi	Paracheirodon axelrodi
otu_059	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cobitoidei	Balitoridae	Balitoridae	Balitoridae	Bhavania	Bhavania	Bhavania	Bhavania australis	Bhavania australis
otu_060	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Aplocheilidae	Aplocheilidae	Aplocheilidae	Aplocheilus	Aplocheilus	Aplocheilus	Aplocheilus lineatus	Aplocheilus lineatus
otu_061	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Nothobranchiidae	Nothobranchiidae	Nothobranchiidae	Nothobranchius	Nothobranchius	Nothobranchius	Nothobranchius kafuensis	Nothobranchius kafuensis
otu_062	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Ophidiiformes	Ophidiiformes	Ophidiiformes	Ophidioidei	Ophidiidae	Ophidiidae	Ophidiidae	Carapinae	Carapus	Carapus	unidentified Carapus	unidentified Carapus
otu_063	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Trachichthyiformes	Trachichthyiformes	Trachichthyiformes	Monocentridae	Monocentridae	Monocentridae	Monocentridae	Monocentris	Monocentris	Monocentris	Monocentris japonicus	Monocentris japonicus
otu_064	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Halichoeres	Halichoeres	Halichoeres	Halichoeres melanurus	Halichoeres melanurus
otu_065	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Clupei	Clupeiformes	Clupeiformes	Clupeoidei	Clupeidae	Clupeidae	Clupeidae	Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae	unidentified Pellonulinae
otu_066	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Characiformes	Characoidei	Anostomidae	Anostomidae	Anostomidae	Megaleporinus	Megaleporinus	Megaleporinus	unidentified Megaleporinus	unidentified Megaleporinus
otu_067	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Blenniiformes	Blenniiformes	Blenniiformes	Gobiesocoidei	Gobiesocidae	Gobiesocidae	Gobiesocidae	Gobiesocinae	Aspasma	Aspasma	unidentified Aspasma	unidentified Aspasma
otu_068	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Centrarchiformes	Centrarchiformes	Centrarchiformes	Terapontoidei	Terapontoidei	Terapontoidei	Terapontidae	Leiopotherapon	Leiopotherapon	Leiopotherapon	Leiopotherapon unicolor	Leiopotherapon unicolor
otu_069	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Labriformes	Labriformes	Labriformes	Labridae	Labridae	Labridae	Labridae	Halichoeres	Halichoeres	Halichoeres	Halichoeres hartzfeldii	Halichoeres hartzfeldii
otu_070	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Atherinomorphae	Atherinomorphae	Cyprinodontiformes	Aplocheiloidei	Aplocheilidae	Aplocheilidae	Aplocheilidae	Aplocheilus	Aplocheilus	Aplocheilus	Aplocheilus panchax	Aplocheilus panchax
otu_071	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Anguilliformes	Anguilliformes	Anguilliformes	Anguilliformes	Congridae	Congridae	Congridae	Congridae	Congrinae	Conger	Conger	unidentified Conger	unidentified Conger
otu_072	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Smiliogastrinae	Pethia	Pethia	unidentified Pethia	unidentified Pethia
otu_073	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Synbranchiformes	Synbranchiformes	Synbranchiformes	Synbranchoidei	Synbranchidae	Synbranchidae	Synbranchidae	Monopterus	Monopterus	Monopterus	Monopterus albus	Monopterus albus
otu_074	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Tetraodontiformes	Tetraodontiformes	Tetraodontiformes	Balistoidea	Balistoidea	Balistoidea	Monacanthidae	Paraluteres	Paraluteres	Paraluteres	Paraluteres prionurus	Paraluteres prionurus
otu_075	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Cypriniphysae	Cypriniformes	Cyprinoidei	Cyprinidae	Cyprinidae	Cyprinidae	Smiliogastrinae	Enteromius	Enteromius	Enteromius trimaculatus	Enteromius trimaculatus
otu_076	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Otomorpha	Ostariophysi	Characiphysae	Siluriformes	Loricarioidei	Callichthyidae	Callichthyidae	Callichthyidae	unidentified Callichthyidae	unidentified Callichthyidae	unidentified Callichthyidae	unidentified Callichthyidae	unidentified Callichthyidae
otu_077	Eukaryota	Metazoa	Chordata	Craniata	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Euteleosteomorpha	Anabantiformes	Anabantiformes	Anabantiformes	Anabantoidei	Osphronemidae	Osphronemidae	Osphronemidae	Luciocephalinae	Trichopodus	Trichopodus	unidentified Trichopodus	unidentified Trichopodus
